기업명,기업공고,지원방법,직업 관련,지역,경력,학위,정규직 유무
엔에이치투자증권(주),NH투자증권 2025년 상반기 대졸 신입사원 채용,홈페이지 지원,"데이터분석가, AI(인공지능), 웹개발, 기술지원, 앱개발",전국,신입,대졸↑,정규직
넛지헬스케어(주),[캐시워크] 데이터분석 담당 채용전환형 인턴,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 머신러닝, Python",서울강남구,신입,대졸↑,인턴직
(주)중외정보기술,[중외정보기술]  JAVA 개발/ 유지보수 담당자 모집,입사지원,"데이터분석가, 웹개발, 백엔드/서버개발, 유지보수, 프론트엔드",경기과천시,신입·경력,초대졸↑,정규직·계약직
웨이즈원(주),[웨이즈원(주)] ITS 애플리케이션 개발 직무 채용,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 머신러닝, 딥러닝",경기성남시 분당구,신입·경력,대졸↑,정규직
주식회사 대륜,[상시채용] 주식회사 대륜 부산 개발팀 부문별 모집,입사지원,"데이터분석가, 웹개발, 백엔드/서버개발, 앱개발, API",부산해운대구,경력무관,대졸↑,정규직
(주)씨아이템프러리,현대카드 카드정산팀 사무직 채용 정산비용/ 비용지급/ 자료추출,입사지원,"데이터분석가, 빅데이터, 데이터시각화, 경리, 경리사무원",서울영등포구,경력무관,학력무관,계약직
(주)엔씨아이티에스,[NC 자회사] ㈜NC ITS 시스템 엔지니어 채용,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 블록체인, 게임개발",경기안양시 동안구,경력5년↑,학력무관,정규직
하나증권(주),AI디지털전략실(데이터사이언티스트) 경력직 인재 채용,홈페이지 지원,"데이터분석가, 빅데이터, 데이터엔지니어, 머신러닝, 딥러닝",서울영등포구,경력,대졸↑,계약직
(주)한맥아이피에스,"연구개발부 채용(프론트엔드/백엔드 개발자, 응용 프로그래머)",입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 머신러닝, 딥러닝",대구수성구,경력,학력무관,정규직
(주)헥토이노베이션,헥토이노베이션 직군별 인재 모집,홈페이지 지원,"데이터분석가, 빅데이터, Python, 웹개발, 백엔드/서버개발",서울강남구,신입·경력,초대졸↑,정규직
(주)사람인에이치에스,[워라밸/신입가능] 한국정보통신진흥협회 AI데이터사업팀 사무직,입사지원,"데이터분석가, 빅데이터, 데이터마이닝, 사무직, 서무",서울강남구,경력무관,학력무관,계약직
(주)사람인에이치에스,[워라밸/신입가능] 한국정보통신진흥협회 단순응대 및 사무,입사지원,"데이터분석가, 빅데이터, 데이터마이닝, 사무직, 서무",서울강남구,경력무관,학력무관,계약직
(주)사람인에이치에스,[워라밸/신입가능] 한국정보통신진흥협회 디지털인재양성팀 사무,입사지원,"데이터분석가, 빅데이터, 데이터마이닝, 사무직, 서무",서울강남구,경력무관,학력무관,계약직
(주)사람인에이치에스,[강남/정규직] 제조업 대기업 IT시스템운영/유지보수 채용,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 웹개발, 데이터시각화",서울강남구,경력무관,대졸↑,정규직
동호에이치알(주),[주1회재택/여의도역/중견기업] 유명화장품 기업 거래처 관리자,입사지원,"데이터분석가, SAP, ERP, 기획MD, 리테일MD",서울영등포구,경력무관,학력무관,계약직·파견직 (정규직 전환가능)
(주)세니젠,Bioiformatics(생물정보분석/BI) 연구원 채용.,입사지원,"데이터분석가, 데이터엔지니어, 로봇엔지니어, R&D, R&D기획",서울관악구,경력무관,석사↑,정규직
티맵모빌리티(주),"[티맵모빌리티] 개발자 채용 (CE,BE,Search,개발PM)",홈페이지 지원,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 앱개발, 프론트엔드",서울중구,경력2년↑,초대졸↑,정규직
축산물품질평가원,2025년 상반기 신규직원 행정직(6급) 채용공고,접수예정,"데이터분석가, 빅데이터, 데이터엔지니어, 정보보안, SE(시스템엔지니어)",전국,신입,학력무관,정규직
(주)컬리넥스트마일,[컬리넥스트마일] 물류/배송 데이터 관리 담당자 채용,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, Python, 데이터시각화",서울송파구,경력무관,초대졸↑,정규직
(주)앰진,(주)앰진 IT 백엔드 신입·경력 채용공고,입사지원,"데이터분석가, 빅데이터, 백엔드/서버개발, 프론트엔드, RDBMS",서울송파구,신입·경력,대졸↑,정규직
(주)마크클라우드,"AI 개발(Python), 데이터분석 및 사업 기획 모집",입사지원,"데이터분석가, 빅데이터, 머신러닝, 크롤링, Pandas",서울강남구,신입·경력,대졸↑,정규직
한국피앤지(유),2025 P&G Korea Summer Internship - Information Technology,홈페이지 지원,"데이터분석가, 데이터엔지니어, 정보보안, 정보통신, 데이터분석",서울영등포구,경력무관,고졸↑,정규직·인턴직
(사)한국아이씨티에이아이기술협회,[국비무료IT취업]자바파이썬/웹개발/빅데이터/인공지능,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, Python, AI(인공지능)",서울전체,경력무관,학력무관,교육생
(주)비하베스트,backend 개발자 채용,입사지원,"데이터분석가, 데이터엔지니어, 웹개발, 블록체인, 백엔드/서버개발",서울강남구,경력2년↑,고졸↑,계약직
(주)엠제이코리아,[월250/판교/복지좋음] 모바일 게임사 정보보안 담당자 채용,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 웹개발, 게임개발",경기성남시 분당구,경력무관,학력무관,파견직 (정규직 전환가능)·파견직
전국렌터카공제조합,전국렌터카공제조합 각 직무별 신입/경력 채용 공고,홈페이지 지원,"데이터분석가, 빅데이터, 데이터엔지니어, 웹개발, 데이터시각화",서울광진구,신입·경력,고졸↑,정규직·계약직
(주)엔디소프트,"개발자,AI/데이터 신입/경력 모집.",입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 머신러닝, 딥러닝",서울강남구,경력무관,학력무관,정규직
엘에스전선(주),25년 상반기 채용연계형 인턴-데이터 분석,홈페이지 지원,"데이터분석가, 데이터엔지니어, 통계/분석, 데이터분석",경기안양시 동안구,경력무관,대졸↑,정규직·인턴직
(주)옵토마인드,기업부설연구소 연구원 채용 공고,입사지원,"데이터분석가, 데이터엔지니어, 기술지원, 연구원, 인증심사원",경기수원시 영통구,경력무관,대졸↑,정규직
(주)세친구,세무/회계 및 데이터 관리 전문가 채용,입사지원,"데이터분석가, 기술지원, 경리, 부가세신고, 세무신고",서울구로구,경력무관,고졸↑,정규직
(주)바이오바이츠,헬스케어 인공지능 모델 개발 및 데이터 분석 PM 채용,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 머신러닝, 딥러닝",서울영등포구,경력무관,대졸↑,정규직
소방청,2025년 청년인턴 채용 시행계획 공고(데이터·통계),홈페이지 지원,"데이터분석가, 자료조사, 통계/분석, 데이터분석, 자료조사",세종특별자치시,경력무관,학력무관,인턴직
(주)아비에무아,아비에무아 브랜드 마케터 인재 채용,입사지원,"마케팅기획, 마케팅전략, SNS마케팅, 콘텐츠기획, 광고마케팅",서울마포구,경력1년↑,학력무관,정규직·계약직
(주)두구다,(주) 두구다 Data Analyst 채용 공고,입사지원,"데이터분석가, 소프트웨어개발",서울강남구,경력무관,대졸↑,정규직·인턴직
(학)한동대학교,글로컬대학사업단 전임연구원 및 계약직원 채용공고,접수방법 확인,"IR/공시, 사무직, 교육행정, 문서작성, 비품관리",경북포항시,경력무관,대졸↑,계약직
에이치알서비스(주),외국계 미국 게임 기업 자사 QA 채용건(신입가능/다수채용/강남),입사지원,"데이터분석가, 데이터엔지니어, 딥러닝, 웹개발, 데이터시각화",서울강남구,경력무관,초대졸↑,파견직
에이치알서비스(주),대기업 모니터링/데이터관리 채용건(컴퓨터공학 관련 전공자),입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 머신러닝, 딥러닝",충북청주시 흥덕구,경력무관,초대졸↑,계약직
(주)유니와이즈솔루션즈,연구소_AI 교육 정부 과제 연구원_신입,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, Python, AI(인공지능)",서울강남구,신입,대졸↑,정규직
서울예술대학교,서울예술대학교 직원 채용 공고(전산/국제교류),접수예정,"데이터분석가, 데이터엔지니어, 웹개발, 데이터시각화, 데이터마이닝",경기안산시,경력,학력무관,계약직
(주)한국갈등관리디지털진흥원,"갈등관리 교육 콘텐츠 운영, 데이터 분석 (파이썬 가능 우대)",입사지원,"데이터분석가, 데이터엔지니어, Python, 데이터시각화, 데이터마이닝",대전유성구,경력무관,대졸↑,정규직·계약직
디큐월드(유),주니어 데이터 사이언티스트 채용 공고,입사지원,"데이터분석가, 데이터엔지니어, 머신러닝, 딥러닝, 데이터 사이언티스트",서울강남구,신입,대졸↑,정규직·해외취업
㈜와이즈넛,[와이즈넛] 2025 상반기 신입사원 공개채용(솔루션개발직),홈페이지 지원,"웹개발, 솔루션업체",경기성남시 분당구,신입,학력무관,정규직
태전약품판매(주),태전그룹 부문별 경력사원 모집,입사지원,"영업관리, 영업전략, 제약영업, 거래처관리, 매출관리",서울마포구,경력,학력무관,정규직
(주)로봇앤드디자인,'25년 상반기 각 부문 정규직 채용,입사지원,"머신러닝, Python, 백엔드/서버개발, 프론트엔드, SE(시스템엔지니어)",경기용인시 처인구,신입·경력,학력무관,정규직
(주)뉴보텍,㈜뉴보텍 2025년 상반기 공개채용,입사지원,"영상처리, 계산서발행, 기술사업화, 전화응대, 특허관리",강원원주시,신입·경력,학력무관,정규직·계약직
(주)에이치엘사이언스,[건강기능식품전문] 각 부문별 채용,입사지원,"수행기사, 총무, 수행기사, 건강식품판매, 연구원",경기의왕시,신입·경력,학력무관,정규직
(주)티와이엠,TYM 경력사원 모집 (서울/용산),홈페이지 지원,"감사, 내부감사, HRD, 해외영업, 무역거래",서울용산구,경력무관,대졸↑,정규직
(주)테크노베이션파트너스,[대전] R&D·사회정책·예비타당성 조사 신입 연구원 모집,입사지원,"기술사업화, 특허분석, 특허컨설팅, 연구원, R&D기획",대전서구,신입·경력,대졸↑,정규직
(주)어댑트,[어댑트] 푸드올로지/오브제/풀리 등 전 부문별 채용,홈페이지 지원,"퍼블리셔, CSS, CSS3, HTML, Java",서울강남구,경력무관,학력무관,정규직
(주)브이티코스메틱,[VT코스메틱/리들샷/글로벌] 유럽권 해외영업/마케팅 집중 채용,입사지원,"영업마케팅, 해외시장개척, 해외영업, B2B, 바이어발굴/관리",서울강남구,경력무관,초대졸↑,정규직
(주)브이티코스메틱,[VT코스메틱/리들샷] 인플루언서 마케팅 시딩 보조 (인턴/서울),입사지원,"마케팅기획, 마케팅전략, 블로그마케팅, 인플루언서마케팅, SNS마케팅",서울강남구,경력무관,초대졸↑,계약직
(주)에이비에이치,2025 (주)에이비에이치 상반기 공개채용,입사지원,"빅데이터, 머신러닝, 딥러닝, Python, AI(인공지능)",울산중구,경력무관,대졸↑,정규직
(주)나라스페이스테크놀로지,[NARA SPACE] 나라스페이스 기술부문 인재 모집,홈페이지 지원,"데이터엔지니어, 웹개발, 백엔드/서버개발, 프론트엔드, DBA",서울영등포구,신입·경력,학력무관,정규직
(주)테솔로,로보틱스 AI 연구원 모집 (신입/경력/전문연구요원),입사지원,"Python, AI(인공지능), SE(시스템엔지니어), SI개발, 알고리즘",경기광명시,신입·경력,대졸↑,정규직·인턴직
이지컴퍼니(주),[EZ채용] 마케팅 PM팀 팀원 채용 (전략/기획/분석/광고),입사지원,"병원마케팅, 마케팅기획, 마케팅전략, 블로그마케팅, SNS마케팅",대구중구,경력무관,초대졸↑,정규직
한국자동차연구원,2025년도 5월 별정직(계약직) 직원 모집,홈페이지 지원,"빅데이터, 머신러닝, Python, AI(인공지능), 임베디드",충남천안시,경력무관,초대졸↑,계약직
한국과학기술연구원,2025년 3월 연수직(연구인턴) 공개채용(정보경영실),홈페이지 지원,"Python, AI(인공지능), S/W, Java, 문서작성",서울성북구,경력무관,대졸↑,인턴직
